@relation <ISCXFlowMeter-generated-flows>-weka.filters.unsupervised.instance.Resample-S1-Z85.0-no-replacement-V,,,,,,,,,,,,
,,,,,,,,,,,,
@attribute min_fiat numeric,,,,,,,,,,,,
@attribute min_biat numeric,,,,,,,,,,,,
@attribute max_fiat numeric,,,,,,,,,,,,
@attribute max_biat numeric,,,,,,,,,,,,
@attribute mean_fiat numeric,,,,,,,,,,,,
@attribute mean_biat numeric,,,,,,,,,,,,
@attribute flowPktsPerSecond numeric,,,,,,,,,,,,
@attribute flowBytesPerSecond numeric,,,,,,,,,,,,
@attribute min_flowiat numeric,,,,,,,,,,,,
@attribute max_flowiat numeric,,,,,,,,,,,,
@attribute mean_flowiat numeric,,,,,,,,,,,,
@attribute std_flowiat numeric,,,,,,,,,,,,
@attribute class1 {VOIP,AUDIO-STREAMING,BROWSING,CHAT,EMAIL,FILE-TRANSFER,P2P,VIDEO-STREAMING},,,,,
,,,,,,,,,,,,
@data,,,,,,,,,,,,
175,25,90728,90545,33837.453725,26815.531306,66.97744,25566.769904,12,90317,14945.286142,17802.774597,VOIP
14,4,130267,103468,34595.893764,28479.336502,64.151244,26857.675826,0,103468,15604.4,20001.852946,VOIP
221,70,85257,84800,34257.640732,26826.696589,66.529524,25461.837469,15,84585,15046.027136,18310.442308,VOIP
7,71,1392867,1392871,40816,48236.774194,45.328374,21061.137896,7,1392816,22093.775811,63586.098817,VOIP
29,6,130346,122403,35549.608076,29172.005837,62.489179,28438.912259,6,121315,16019.867521,21108.555518,VOIP
203,101,100664,90851,33382.962054,26908.633752,67.186594,25709.580842,25,90579,14898.7167,18231.727127,VOIP
61,4,103910,93377,28803.940385,22901.42879,78.447034,34588.399092,4,93154,12758.312606,17725.600683,VOIP
180,15,111006,94015,32647.021786,25771.438144,69.537084,26872.649332,15,94015,14394.617083,17829.597722,VOIP
83,13,122643,118524,34581.381062,27581.983425,65.298514,29411.171654,10,118220,15329.959058,20446.718232,VOIP
11,369,106530,116034,31230.131524,40429.983784,56.887358,23808.395357,8,106530,17599.278824,21430.438159,VOIP
14,345,122059,122083,32736.449782,42691.296296,54.090849,22210.062712,14,121906,18510.239506,22077.764951,VOIP
11,106,154765,117536,30889.902893,40741.646739,56.959508,25066.718993,0,114871,17576.913247,22389.138178,VOIP
11,378,116414,127075,31965.654584,42283.141243,55.029745,23739.165143,11,116197,18194.043689,22531.746903,VOIP
22,275,124587,125833,32145.090323,41975.806723,54.98699,22666.117598,22,124397,18208.217497,22803.268458,VOIP
82,9,121231,115680,33931.459276,27318.154827,66.209675,29750.48087,9,115476,15118.758065,19942.302215,VOIP
35,196,126955,157162,31788.632696,41473.058172,55.702321,23288.779936,19,126743,17974.12485,22542.611596,VOIP
86,7,129174,117473,36873.714286,29828.229084,60.772934,27322.709824,7,117473,16472.79538,21503.447916,VOIP
143,14,90730,82082,32792.376368,25894.33506,69.23314,26327.468748,0,62668,14457.878496,17466.300529,VOIP
101,59,132215,122996,35590.356295,28925.959459,62.801142,27385.435634,15,122818,15940.217021,20035.977492,VOIP
69,20,95369,65118,31345.728033,25309.405405,71.545935,27435.997256,18,65118,13990.084967,17142.438565,VOIP
179,19,90806,90816,33070.807947,26053.947826,68.752649,26782.160437,12,90685,14559.029155,18155.753946,VOIP
79,15,122057,97951,34451.926267,28336.699433,64.375761,28227.470452,15,97951,15549.910788,19832.785623,VOIP
57,14,113340,112560,35167.548235,28254.646503,63.960572,28808.952446,9,97946,15651.003141,19668.504475,VOIP
19,419,121898,121803,34129.32574,44459.160237,51.925599,20027.463169,17,121646,19283.109395,23986.156087,VOIP
180,0,122985,123019,33616.684685,27008.978378,66.777237,25339.45985,0,122878,14990.138,18845.887927,VOIP
62,25,122261,122271,33220.332594,26661.229537,67.74068,25427.982614,16,122033,14776.736686,18046.605224,VOIP
58,6,85061,60777,22544.876692,16602.82392,104.718649,44867.072015,6,60597,9555.483748,11779.115723,VOIP
15,19,67996,61512,22535.654135,17265.237327,102.426022,43089.12612,13,61348,9769.508475,12143.814332,VOIP
7,276,121721,122100,32081.008584,42238.186969,54.917306,23210.354688,7,121465,18231.402439,23642.586375,VOIP
166,15,91696,91703,35253.214118,26378,66.409328,25766.819163,12,91491,15073.274648,18172.101204,VOIP
173,10,91452,91451,31825.726115,25363.614213,70.980067,27124.125191,10,91283,14101.715898,17754.88822,VOIP
13,202,122153,143283,32964.36044,43197.224784,53.604346,21851.571434,11,121836,18678.435866,23310.111283,VOIP
78,14,64852,63800,21565.825648,17171.395642,104.717224,43361.879685,14,63511,9555.62157,11937.214064,VOIP
191,88,110550,91577,32278.118534,24656.069079,71.643511,28011.012021,16,91356,13971.006524,17461.124786,VOIP
327,19,91459,91460,32393.321814,25483.764906,70.142181,27045.344653,19,91255,14270.321598,17057.978828,VOIP
26,64,116611,116623,30829.170782,39806.43617,57.665443,23821.701121,15,116390,17361.502897,21512.537949,VOIP
361,424,93340,93141,44693.739521,33633.267416,52.182149,20298.054281,19,92899,19188.210256,21416.010047,VOIP
249,16,103190,97788,42023.921348,32296.221983,54.852966,21495.756302,0,85159,18252.760049,20843.983659,VOIP
351,224,92373,122905,42601.595442,32577.520697,54.302391,20829.247,15,92250,18438.102343,21518.961188,VOIP
198,380,93354,93322,44457.27381,34560.62037,51.546909,19680.275274,23,93151,19425.03251,22092.597345,VOIP
177,6,93345,92185,42202.664789,34127.362187,53.130012,20332.3082,6,91977,18845.428931,22672.461007,VOIP
170,15,117814,103290,40921.92623,33695.28764,54.220231,20494.247087,15,103290,18466.013547,22259.431488,VOIP
765,420,117166,114437,45447.595745,34200.947489,51.335062,19633.825467,17,114437,19505.227865,21926.875932,VOIP
167,25,117365,107403,42977.235632,32937.874449,53.756906,20572.379996,15,107403,18625.427148,21692.127698,VOIP
468,231,121595,109464,45436.963526,35208.404706,50.522257,18638.770005,28,109464,19819.472848,22414.862472,VOIP
174,124,97200,97203,43588.28863,32869.166667,53.441542,20905.250348,0,96996,18735.425,21878.526418,VOIP
218,12,93549,86774,44872.832335,34139.984055,51.709223,19418.581493,12,86558,19363.895349,21787.80707,VOIP
177,196,93112,93132,42548.321023,33356.461024,53.614756,20113.545772,28,92972,18674.837905,21292.408175,VOIP
179,13,122937,105668,42225.855932,34049.767654,53.184344,20018.587092,13,105668,18826.206549,21829.206612,VOIP
85,23,115621,104526,45575,34926.771028,50.706309,19522.798774,14,104526,19747.463672,22616.082793,VOIP
558,136,92602,85917,45029.578313,34005.329545,51.729859,19849.896524,28,85519,19356.203105,21518.829154,VOIP
