@RELATION <ISCXFlowMeter-generated-flows>,,,,
@ATTRIBUTE min_fiat NUMERIC,,,,
@ATTRIBUTE min_biat NUMERIC,,,,
@ATTRIBUTE max_fiat NUMERIC,,,,
@ATTRIBUTE max_biat NUMERIC,,,,
@ATTRIBUTE class1 {TOR,NONTOR},,,
@DATA,,,,
-1,-1,0,0,NONTOR
3789756,3785878,804847.888888889,1267346.8,NONTOR
-1,-1,0,0,NONTOR
7240468,7240427,515421.275862069,589336.28,NONTOR
294325,418209,49482.4285714286,418209,NONTOR
-1,-1,0,0,NONTOR
2682556,-1,2682556,0,NONTOR
1334102,1217271,228487.633333333,408983.382352941,NONTOR
3385720,3386112,3385720,3386112,NONTOR
3097637,3136829,727723.25,1231890.81818182,NONTOR
2287398,2287388,165495.966292135,237302.852459016,NONTOR
9095318,8935333,372933.205128205,534336.178571429,NONTOR
2989844,2569460,168091.340909091,190136.705128205,NONTOR
8100244,8608394,678165.045454545,870511.117647059,NONTOR
3010279,3461825,114449.57480315,113695.296875,NONTOR
608616,446965,114230.984375,117196.291338583,NONTOR
875398,517282,179423.373493976,167869.761363636,NONTOR
675746,662318,166232.393258427,155732.694736842,NONTOR
1240804,1026518,174396.819277108,175352.445783133,NONTOR
1013743,1048597,176119.011764706,173332.976190476,NONTOR
685902,877513,197809.507462687,204495.870967742,NONTOR
6200574,5938800,239077.639344262,277749.31372549,NONTOR
2082835,2082798,519474.315789474,523652.555555556,NONTOR
5722267,6151849,1403296.8,1611438.55555556,NONTOR
2125774,2279578,1185517.54545455,1307006.7,NONTOR
3857870,3332395,2623877.66666667,1968075.75,NONTOR
2761,-1,2761,0,NONTOR
-1,-1,0,0,NONTOR
571373,925694,100436.770833333,115012.983870968,NONTOR
593224,955986,182425.646341463,253457.214285714,NONTOR
13086855,14512605,598749.12,4852635,NONTOR
-1,2699371,0,500689.4,NONTOR
724046,955956,111640.240601504,125954.808695652,NONTOR
566328,1034586,113049.58778626,158033.64893617,NONTOR
3722723,3687429,248043.944444444,190658.871794872,NONTOR
-1,3689625,0,218169,NONTOR
4105471,3793418,410042.4,488006.966666667,NONTOR
6388420,6187195,733073.3,979888.4,NONTOR
5825609,503113,218029.710526316,57800.9642857143,NONTOR
1032272,1043622,299496.0625,368609.461538462,NONTOR
-1,-1,0,0,NONTOR
1195916,1480449,429501.818181818,632036.565217391,NONTOR
9187274,9368464,344421.534883721,372453.107142857,NONTOR
1533316,1533121,235376.80952381,261388.018867924,NONTOR
332170,383725,41272.6315789474,50338.5,NONTOR
-1,-1,0,0,NONTOR
2684329,2965604,354462.394736842,495965.321428571,NONTOR
308951,-1,308951,0,NONTOR
163575,6540694,163575,6540694,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
5154486,-1,1580358.25,0,NONTOR
-1,-1,0,0,NONTOR
4824037,4824019,602201.090909091,736102.888888889,NONTOR
2915522,2725448,1079717,1600350.5,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
8284275,8284269,2816112.66666667,4302694.5,NONTOR
6528712,6528739,2270719.33333333,3510378.5,NONTOR
351458,-1,351458,0,NONTOR
216487,-1,216487,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
1738015,1571732,644035.333333333,945409,NONTOR
13890462,-1,1351846.18181818,0,NONTOR
3384528,3089213,1231626.66666667,1828170,NONTOR
-1,-1,0,0,NONTOR
4462877,-1,4462877,0,NONTOR
1039314,1039295,199887.318181818,201146.484375,NONTOR
-1,-1,0,0,NONTOR
1013131,1019660,342311.647058824,437079.846153846,NONTOR
5750693,5911171,1483909,1978547,NONTOR
5618809,-1,1980741.33333333,0,NONTOR
-1,-1,0,0,NONTOR
12381137,12381142,4218620.33333333,6429986.5,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
9680091,9553656,3291229.66666667,4916801,NONTOR
310401,-1,310401,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
154633,262397,101660.333333333,206300,NONTOR
2396967,2396924,889848.333333333,1436437,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
10105367,10145612,3433334.66666667,5202830.5,NONTOR
12344317,12385037,4219789.66666667,6433394,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
200323,-1,200323,0,NONTOR
318495,-1,318495,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
163667,322322,104869.333333333,236546,NONTOR
2390438,2390402,891693,1436980.5,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
12328282,12368940,4217751.66666667,6427101.5,NONTOR
10094767,10134096,3433439,5207730.5,NONTOR
2039647,-1,2039647,0,NONTOR
-1,-1,0,0,NONTOR
358306,-1,358306,0,NONTOR
323733,-1,323733,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
2758235,2758225,1013585.66666667,1619522,NONTOR
409548,409522,267621.333333333,381953,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
9843029,9880370,3382138.33333333,5139780.5,NONTOR
12351589,12392216,4224752.33333333,6440097,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
434928,-1,434928,0,NONTOR
327082,-1,327082,0,NONTOR
6128409,5334098,527123.125,337395.5,NONTOR
3706156,3494071,332221.755555556,334741.227272727,NONTOR
3255169,3066817,362797.925,441357,NONTOR
-1,-1,0,0,NONTOR
2380121,2036806,156986.612903226,182776.890243902,NONTOR
3096827,2902546,180550.795180723,211192.927536232,NONTOR
3638043,261948,120592.217391304,33403.0555555556,NONTOR
-1,-1,0,0,NONTOR
1286446,1720777,151784.711340206,193725.039473684,NONTOR
970427,1048254,291324.94,416175.714285714,NONTOR
6599870,3612424,477529,916096.857142857,NONTOR
-1,5734710,0,1080538.5,NONTOR
1092959,1207848,268736.882352941,344749.051282051,NONTOR
1303133,1586946,292424.770833333,458481.1,NONTOR
1791301,-1,499956.583333333,0,NONTOR
1602707,1602234,256859.568965517,310155.782608696,NONTOR
-1,-1,0,0,NONTOR
2030806,1015281,254329.913793103,269280.5625,NONTOR
1223430,1223000,223611.651515152,263540.071428571,NONTOR
2961150,3242422,281942.301886792,342729.76744186,NONTOR
1593915,-1,496124.2,0,NONTOR
-1,-1,0,0,NONTOR
3562847,-1,1449235.33333333,0,NONTOR
-1,-1,0,0,NONTOR
2103750,1895516,766097.166666667,820722.333333333,NONTOR
2002056,1877173,438468.894736842,500032.125,NONTOR
5786074,5296010,389860.342105263,389823.864864865,NONTOR
7621581,7418095,437796.205882353,521456.285714286,NONTOR
7225002,7603342,466377.166666667,1344133.83333333,NONTOR
-1,-1,0,0,NONTOR
2195335,2195261,262034.018181818,301772.734693878,NONTOR
5224839,5158383,308507.804347826,389933.131578947,NONTOR
3972030,7027149,276119.551724138,786332.6,NONTOR
-1,-1,0,0,NONTOR
1027340,845453,259912.421052632,284906.480769231,NONTOR
1000696,789104,267766.25,317208.446808511,NONTOR
5800238,1228688,246835.206896552,255132.25,NONTOR
-1,8764210,0,440405.346153846,NONTOR
1088512,1079199,277423.862745098,338123.045454545,NONTOR
1007263,764588,217329.289855072,282936.905660377,NONTOR
1332246,1336069,267995.927272727,312498.02173913,NONTOR
958848,692831,222357.184615385,240851.387096774,NONTOR
7207213,-1,248348.644067797,0,NONTOR
-1,9774828,0,369124.96875,NONTOR
820878,618893,290930.06122449,351188.142857143,NONTOR
920464,635874,240072.066666667,316709.021276596,NONTOR
11224563,-1,416755.742857143,0,NONTOR
-1,1684305,0,134488.217391304,NONTOR
3023184,3023943,322993.090909091,393925.194444444,NONTOR
1704430,1704342,257674.637931034,293041.078431373,NONTOR
4906742,-1,223502.517857143,0,NONTOR
-1,7469176,0,268824.466666667,NONTOR
1413266,1027657,308869.395833333,352990.785714286,NONTOR
1556809,1423179,380105.648648649,412533.676470588,NONTOR
6641735,-1,471788,0,NONTOR
1011787,782945,235476.6,265397.527272727,NONTOR
959092,671224,253374.931034483,297222.66,NONTOR
-1,8409256,0,281977.622222222,NONTOR
7032602,-1,187312.661764706,0,NONTOR
1014753,731087,275635.018867924,286311.039215686,NONTOR
1126677,1018593,288769.326530612,360479.175,NONTOR
-1,9553550,0,346677.238095238,NONTOR
939999,791548,192014.48,224750.6,NONTOR
1050518,831816,253604.771929825,276891.603773585,NONTOR
5184957,-1,242457.254237288,0,NONTOR
-1,5010343,0,438929.32,NONTOR
986523,1195142,293255.408163265,337543.25,NONTOR
1126302,1023179,317090.608695652,389509.756756757,NONTOR
5726946,-1,314729.052631579,0,NONTOR
-1,1943444,0,121132.214285714,NONTOR
755355,604417,419647.166666667,461596.454545455,NONTOR
869884,655710,320728.263157895,358460.235294118,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
12506667,12506662,4223764,6433539.5,NONTOR
12792012,12792000,4357830.66666667,6639729,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
202216,-1,202216,0,NONTOR
320701,-1,320701,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
2326025,2326050,829976,1337062,NONTOR
2607129,2607158,963158.333333333,1544064.5,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
12086971,12129569,4097628.66666667,6220126,NONTOR
12368860,12407084,4229912.33333333,6450261,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
202798,-1,202798,0,NONTOR
321296,-1,321296,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
2105087,2105064,755761.666666667,1210958.5,NONTOR
2404106,2404025,896281.333333333,1446490,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
12074821,12113927,4093179.66666667,6194723.5,NONTOR
12344466,12382371,4221392.66666667,6435956,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
202569,-1,202569,0,NONTOR
327432,-1,327432,0,NONTOR
6972424,-1,6972424,0,NONTOR
-1,-1,0,0,NONTOR
4137050,3826001,1711793,2213736.33333333,NONTOR
2859447,2859457,1047738.33333333,1672418,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
12148792,12148825,4104763.33333333,6234941,NONTOR
12359457,12401868,4228875.66666667,6445124,NONTOR
5860018,-1,5860018,0,NONTOR
-1,-1,0,0,NONTOR
5159064,5497705,1897777.33333333,2764562.5,NONTOR
5371704,5410040,2845674.5,5410040,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
8257632,-1,158386.209302326,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
2131448,2131406,765136.666666667,1211186.5,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
2406904,2406875,896313.333333333,1442884.5,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
1555833,1555824,142084.067307692,141236.572815534,NONTOR
-1,-1,0,0,NONTOR
1557757,1557752,127905.706896552,123642.291666667,NONTOR
2049426,2330983,158735.776595745,162181.076086957,NONTOR
9072486,9347136,159573.372340426,101085.089041096,NONTOR
435424,257634,119904.272,113545.477272727,NONTOR
2833253,3116887,9890.3668208857,4689.5590723911,NONTOR
1577224,1577205,141048.333333333,133423.990990991,NONTOR
1121253,1121286,169781.896551724,169781.632183908,NONTOR
307647,288640,5448.6891271057,2664.4509693205,NONTOR
748320,748297,143104.038461538,141741.133333333,NONTOR
837271,507490,14561.7873786408,6762.6833409821,NONTOR
1474021,1473990,192693.350649351,187815.037974684,NONTOR
1099885,1099908,164357.644444444,160785.260869565,NONTOR
733539,733556,148799.27,144790.126213592,NONTOR
6964072,6964097,256222.862068965,251880.20338983,NONTOR
59977225,755250,204027,3876.9053254438,NONTOR
289957,289933,104673.27972028,101825.156462585,NONTOR
684405,682480,126763.982905983,121568.680327869,NONTOR
678483,678497,130151.114035088,127907.215517241,NONTOR
278245,239420,146721.727272727,143163.363636364,NONTOR
-1,-1,0,0,NONTOR
317010,248875,272363.481481481,137579.647058824,NONTOR
-1,-1,0,0,NONTOR
2771757,3022294,1153731.15384615,1998271.66666667,NONTOR
2772171,3009444,1497681,2995355.2,NONTOR
-1,-1,0,0,NONTOR
2774436,3004767,940773.846153846,1714278.42857143,NONTOR
315276,324856,47559.1318681319,21324.9427083333,NONTOR
296,-1,296,0,NONTOR
34,-1,34,0,NONTOR
266783,263384,27647.9718309859,17236.0046511628,NONTOR
423,-1,295,0,NONTOR
384,-1,384,0,NONTOR
672127,672153,99073.3774834437,88733.9698795181,NONTOR
272944,264674,171849,175587,NONTOR
3642047,3681096,386772.4375,466174.923076923,NONTOR
260861,267047,10070.4303931987,4881.7747890295,NONTOR
160,-1,160,0,NONTOR
81,-1,81,0,NONTOR
443824,443806,101580.90625,90319.6111111111,NONTOR
682850,682880,229261.5,682880,NONTOR
58,-1,58,0,NONTOR
292484,279468,29814.6891891892,26826.6756756757,NONTOR
99,-1,99,0,NONTOR
98,-1,98,0,NONTOR
271310,280702,49001.1084337349,22059.3908045977,NONTOR
242,-1,242,0,NONTOR
55,-1,55,0,NONTOR
267934,276821,26447.2222222222,15970.0892193309,NONTOR
257,-1,216,0,NONTOR
20,-1,20,0,NONTOR
256670,258691,37126.5,17421.30078125,NONTOR
350,-1,350,0,NONTOR
425,-1,425,0,NONTOR
267384,263277,24196.2278481013,14764.0612244898,NONTOR
570,-1,468.5,0,NONTOR
781,-1,781,0,NONTOR
4084972,4123751,922096.928571428,1609047.875,NONTOR
259106,268457,34834.9519230769,15753.662037037,NONTOR
672,-1,468.5,0,NONTOR
71,-1,71,0,NONTOR
4011812,4049868,639362.578947368,1100940.18181818,NONTOR
270708,277086,26349.1632653061,15517.5446808511,NONTOR
756,-1,521.5,0,NONTOR
1632,-1,1632,0,NONTOR
264434,275839,31414.4,15168.2459016393,NONTOR
175,-1,172,0,NONTOR
60,-1,60,0,NONTOR
259434,268994,28851.037037037,15186.5165289256,NONTOR
179,-1,151.5,0,NONTOR
56,-1,56,0,NONTOR
475693,475688,40387.875,19300.3300970874,NONTOR
756,-1,533,0,NONTOR
65,-1,65,0,NONTOR
804928,804899,31416.904109589,24629.8418079096,NONTOR
105,-1,105,0,NONTOR
673,-1,673,0,NONTOR
267049,274353,28025.4108527132,18637.167539267,NONTOR
561,-1,433.5,0,NONTOR
57,-1,57,0,NONTOR
2773194,3012732,1316254.28571429,2994402.33333333,NONTOR
3501650,3540674,703360.368421053,1211374.09090909,NONTOR
255359,263187,9560.0373532551,4417.219413549,NONTOR
136,-1,119,0,NONTOR
56,-1,56,0,NONTOR
4121155,4157772,697252.714285714,1215691.25,NONTOR
256039,261338,12084.1738396624,6354.3848580442,NONTOR
99,-1,95,0,NONTOR
12,-1,12,0,NONTOR
265530,273783,11333.140167364,5441.749475891,NONTOR
255,-1,255,0,NONTOR
63,-1,63,0,NONTOR
254955,257446,9069.7935222672,4009.4147727273,NONTOR
252,-1,252,0,NONTOR
1118,-1,1118,0,NONTOR
266940,274404,6640.8269230769,3106.9696969697,NONTOR
240,-1,199.5,0,NONTOR
306,-1,306,0,NONTOR
-1,-1,0,0,NONTOR
-1,85,0,85,NONTOR
5373651,5412219,897062.071428572,1565195.375,NONTOR
271647,280505,9593.8798798799,4383.0812407681,NONTOR
99,-1,99,0,NONTOR
45,-1,45,0,NONTOR
3995870,4034389,615148.777777778,1099942.8,NONTOR
267888,270148,165989.631578947,168887.352941176,NONTOR
-1,47,0,47,NONTOR
52,-1,52,0,NONTOR
257453,262163,3890.014541387,1845.3653275816,NONTOR
167,-1,167,0,NONTOR
18,-1,18,0,NONTOR
-1,3204,0,3204,NONTOR
9904104,-1,9904104,0,NONTOR
997862,264468,19710.3959731544,7777.8054298643,NONTOR
182,-1,118.5,0,NONTOR
23,-1,23,0,NONTOR
268284,275210,17046.7672413793,7347.4430379747,NONTOR
838,-1,551,0,NONTOR
-1,-1,0,0,NONTOR
260829,270196,17606.0162601626,7587.1411764706,NONTOR
117,-1,117,0,NONTOR
492,-1,492,0,NONTOR
415020,414766,4269.8189359268,2163.805391868,NONTOR
270939,274742,16112.9545454545,7325.3692307692,NONTOR
322,-1,322,0,NONTOR
58,-1,58,0,NONTOR
2063505,2063521,424741.296296296,762035.866666667,NONTOR
273056,279497,7225.4379802415,3429.0502431118,NONTOR
156,-1,156,0,NONTOR
25,-1,25,0,NONTOR
254547,256766,3157.845177665,1525.2468076412,NONTOR
268643,263712,4651.5593112245,2118.0937594212,NONTOR
314,-1,229.5,0,NONTOR
47,-1,47,0,NONTOR
226206,232454,3259.0450685826,1592.7850606512,NONTOR
288821,462545,188096.75,357029,NONTOR
105535,108915,3446.0114398422,1608.2490795287,NONTOR
602,-1,423.5,0,NONTOR
23,-1,23,0,NONTOR
2561855,283259,275149.16,206227.547169811,NONTOR
43785919,6587752,8569678.83333333,2544045.66666667,NONTOR
20840916,-1,20800000,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
-1,-1,0,0,NONTOR
8125023,8406878,151465.909090909,187024.911392405,NONTOR
305266,257323,2877.6276881721,4982.5889879798,NONTOR
3363648,3660202,4652.0649350649,8968.8920342331,NONTOR
353631,354000,1626.582844734,3131.358614829,NONTOR
1287722,1620168,2748.3774590918,4851.7805907173,NONTOR
9233866,9982955,100432.489932886,172006.540229885,NONTOR
451137,263441,9965.3417721519,19755.6750902527,NONTOR
2917386,3179856,7252.4641987336,13744.9324577861,NONTOR
9691764,9977794,11620.7905882353,20693.343575419,NONTOR
358551,266249,1858.8937169701,3513.6561797753,NONTOR
444131,280984,2954.0385383387,5325.124039517,NONTOR
4351595,4638430,3072.1054260367,6117.1688417618,NONTOR
698847,461566,1962.3937947494,3802.5147497514,NONTOR
355728,274742,20123.1425,33196.3931623932,NONTOR
3075673,3341578,8389.2221600448,15033.0285132383,NONTOR
10637401,10906811,28244.2655367232,52367.6063829787,NONTOR
338601,296843,4690.5442879499,8963.0950956938,NONTOR
164735,164645,3153.8309503785,5859.23359375,NONTOR
368894,284179,2393.2322681216,4501.7821393523,NONTOR
350764,292209,5323.5,7684.6923076923,NONTOR
678773,614220,12305.1737089202,21830.6696035242,NONTOR
261964,245166,189628.117647059,174648.176470588,NONTOR
344123,274176,11885.4581005587,14875.84,NONTOR
2773760,3007132,1499787.1,2998771.25,NONTOR
560598,338827,12231.3686635945,45814.5849056604,NONTOR
207413,-1,5820,0,NONTOR
-1,-1,0,0,NONTOR
263485,272917,21980.8552631579,62968.0869565217,NONTOR
226286,-1,13784.7647058824,0,NONTOR
-1,-1,0,0,NONTOR
272111,281607,12136.6553672316,39357.8367346939,NONTOR
176331,-1,6088.7027027027,0,NONTOR
-1,-1,0,0,NONTOR
280848,285016,98227.75,90461.7777777778,NONTOR
92,-1,65,0,NONTOR
63,-1,63,0,NONTOR
261790,265181,7855.6420664207,27678,NONTOR
192467,-1,3535.9692307692,0,NONTOR
-1,-1,0,0,NONTOR
2771519,3008931,1153102.46153846,2141474.28571429,NONTOR
271537,263301,9317.1042471043,16468.5563909774,NONTOR
128666,-1,6412.5,0,NONTOR
-1,-1,0,0,NONTOR
2637370,2674472,363588.222222222,427489.666666667,NONTOR
276914,281652,11492.1168224299,30402.0684931507,NONTOR
182041,-1,10229.875,0,NONTOR
-1,-1,0,0,NONTOR
2885929,3115708,423311.303030303,527131.230769231,NONTOR
260733,267519,93169.75,83149.3333333333,NONTOR
93,-1,59.5,0,NONTOR
388,-1,388,0,NONTOR
258381,264266,2782.3709025595,5792.382751938,NONTOR
55539,-1,2469.2777777778,0,NONTOR
-1,-1,0,0,NONTOR
257563,261125,2928.3736153072,6354.5448354143,NONTOR
36982,-1,2459.3033707865,0,NONTOR
-1,-1,0,0,NONTOR
2772156,3007394,1499983.1,3001286.25,NONTOR
261668,265978,4450.6704428424,7221.8450704225,NONTOR
119157,-1,5077.4444444445,0,NONTOR
-1,-1,0,0,NONTOR
264615,266710,3520.9377945335,7738.1057268723,NONTOR
144770,-1,3239.3857142857,0,NONTOR
-1,-1,0,0,NONTOR
5796123,5835489,942680.615384615,1527086.625,NONTOR
269006,273227,10831.9013452915,30716.338028169,NONTOR
211560,-1,3638.5384615385,0,NONTOR
-1,-1,0,0,NONTOR
269864,262364,5797.9251101322,8392.4504504505,NONTOR
152181,-1,6302.5142857143,0,NONTOR
-1,-1,0,0,NONTOR
6200120,6237546,995796.076923077,1290812,NONTOR
257400,269100,9925.0920502092,26511.3703703704,NONTOR
182300,-1,3187.347826087,0,NONTOR
-1,-1,0,0,NONTOR
276392,274161,10256.0775193798,27729.2298850575,NONTOR
213453,-1,8688.0740740741,0,NONTOR
-1,-1,0,0,NONTOR
266031,270834,9746.6704545455,15740.1879194631,NONTOR
195993,-1,5993.2894736842,0,NONTOR
-1,-1,0,0,NONTOR
2767976,3011533,1230906.58333333,2000873.16666667,NONTOR
267297,265116,5056.5480106101,9244.0814299901,NONTOR
84210,-1,8467.1153846154,0,NONTOR
-1,-1,0,0,NONTOR
2550946,2587059,737967.083333333,983956.111111111,NONTOR
262314,271800,93037.625,83946.5555555556,NONTOR
179,-1,120,0,NONTOR
50,-1,50,0,NONTOR
2773333,3004174,1499387.2,2998781.6,NONTOR
271678,268226,166050.526315789,169760.529411765,NONTOR
715336,754667,304676.25,494422,NONTOR
9505378,9543982,1647086,2196117.83333333,NONTOR
272806,277017,2963.5832211754,6633.3253638254,NONTOR
99293,-1,2791.9651162791,0,NONTOR
-1,-1,0,0,NONTOR
263194,259855,3115.179667841,7024.2705882353,NONTOR
130773,-1,2739.0864197531,0,NONTOR
-1,-1,0,0,NONTOR
2771452,3012464,1102603,2166822.33333333,NONTOR
266250,269993,3834.3566214807,7455.1853448276,NONTOR
116956,-1,3584.4603174603,0,NONTOR
-1,-1,0,0,NONTOR
266049,275472,3571.0649717514,9105.0637755102,NONTOR
149448,-1,4525.4117647059,0,NONTOR
-1,-1,0,0,NONTOR
261864,268014,4467.4176470588,10599.7698113208,NONTOR
163666,-1,3877.186440678,0,NONTOR
-1,-1,0,0,NONTOR
291408,277801,2920.2097214637,5780.0463276836,NONTOR
224326,-1,4090.9838709678,0,NONTOR
-1,-1,0,0,NONTOR
6596919,6636217,1078355.81818182,1449262,NONTOR
273382,283077,97351,87110.7777777778,NONTOR
72,-1,47.5,0,NONTOR
59,-1,59,0,NONTOR
2773473,3006036,1186553.08333333,2334531.5,NONTOR
312466,229819,238888.833333333,125339.555555556,NONTOR
738257,777560,316104.5,316105,NONTOR
274154,283492,7924.704797048,25926.3783783784,NONTOR
180125,-1,3783.5892857143,0,NONTOR
-1,-1,0,0,NONTOR
6175901,6215594,1210475.41666667,1786686.125,NONTOR
271721,274318,92365.375,83358.7777777778,NONTOR
189,-1,124,0,NONTOR
25,-1,25,0,NONTOR
2771297,3004813,1358653.44444444,2999504.25,NONTOR
269680,272688,8507.0347490348,30771.796875,NONTOR
224198,-1,9486.5555555556,0,NONTOR
-1,-1,0,0,NONTOR
255265,264639,93265.875,82658.2222222222,NONTOR
68,-1,47.5,0,NONTOR
147,-1,147,0,NONTOR
2772510,3058112,1153785.23076923,2334607.5,NONTOR
2130022,2167417,521175.615384615,817653.375,NONTOR
2772167,3447047,1476948.3,2002891.66666667,NONTOR
289498,297027,1595.2597872341,3151.3915456875,NONTOR
2779166,3009832,1230441.83333333,2336861.83333333,NONTOR
248313,233728,1222.7330287206,2493.6066500416,NONTOR
2764711,3017102,1640648.77777778,3000467,NONTOR
60013269,2256466,12500000,1254296,NONTOR
-1,-1,0,0,NONTOR
238336,243528,1436.1503796963,2805.806080686,NONTOR
134285,-1,3520.0285714286,0,NONTOR
-1,-1,0,0,NONTOR
286920,247374,169944,247374,NONTOR
258037,267511,91950.125,81707.3333333333,NONTOR
192,-1,126.5,0,NONTOR
57,-1,57,0,NONTOR
2766396,3009819,1152862.61538462,2141030.14285714,NONTOR
299004,276767,1567.9168993485,3118.7514840799,NONTOR
224611,237518,3548.3495934959,237518,NONTOR
-1,-1,0,0,NONTOR
5092557,5312809,854081.375,1358749.2,NONTOR
257923,267146,90294.75,82817.7777777778,NONTOR
183,-1,122.5,0,NONTOR
3253,-1,3253,0,NONTOR
2769668,3005329,1363572.27272727,2395816.8,NONTOR
2773048,3003301,1286167,1800642.6,NONTOR
704759,744891,303353.75,404483.666666667,NONTOR
259349,265972,3077.2560462671,6978.7484510533,NONTOR
159516,-1,2701.1046511628,0,NONTOR
-1,-1,0,0,NONTOR
260366,262451,108418.666666667,75524.8,NONTOR
28,-1,28,0,NONTOR
18,-1,18,0,NONTOR
306871,230090,212292.25,116409.6,NONTOR
105,-1,61.5,0,NONTOR
230521,-1,230521,0,NONTOR
2774226,3019181,734742.833333333,1083066,NONTOR
5849897,5888063,948821.875,1473340.8,NONTOR
262318,260960,11713.5666666667,41083.9347826087,NONTOR
176439,-1,3862.5423728814,0,NONTOR
-1,-1,0,0,NONTOR
254689,260937,104198.555555556,72208,NONTOR
57,-1,57,0,NONTOR
47,-1,47,0,NONTOR
274019,273883,11517.2331606218,42280.085106383,NONTOR
161550,-1,4421.9259259259,0,NONTOR
-1,-1,0,0,NONTOR
2773659,3013239,1153686.23076923,2334424.5,NONTOR
59983791,256386,3152040.1,164366.705882353,NONTOR
2212822,2249231,609259,962374.25,NONTOR
257512,264565,9440.9473684211,24808.1647058824,NONTOR
170591,-1,9517.32,0,NONTOR
-1,-1,0,0,NONTOR
991580,991572,16478.8155737705,43995.0930232558,NONTOR
190641,-1,8491.8965517241,0,NONTOR
-1,-1,0,0,NONTOR
269417,273192,20789.7521008403,45392.7403846154,NONTOR
157088,-1,19211.8333333333,0,NONTOR
-1,-1,0,0,NONTOR
260751,265193,11289.5169082126,28319.3648648649,NONTOR
2773946,3005750,1641191.88888889,3000730,NONTOR
158520,-1,7047.1612903226,0,NONTOR
-1,-1,0,0,NONTOR
275552,282340,17923.0443548387,39697.4716981132,NONTOR
168897,-1,18783.3846153846,0,NONTOR
-1,-1,0,0,NONTOR
2771958,3000030,1153355.53846154,2141944.57142857,NONTOR
4011838,4053405,858105.692307692,1366814.25,NONTOR
2770567,3019594,1361444.55555556,2992676.5,NONTOR
